"المنصة","المسار","الملف","الدور","الإجراءات","حالة التحقق","الدليل"
"API","/api/public/announcements","app/api/public/announcements/route.ts","حسب حماية الصفحة/الخدمة","GET","لم تُجرّب هذه الشاشة/الخدمة منفردةً بجميع الحالات","راجع تقارير المجالات؛ المرور بفحص البناء لا يساوي تحقق كل إجراء"
"API","/api/public/bundles","app/api/public/bundles/route.ts","حسب حماية الصفحة/الخدمة","GET","لم تُجرّب هذه الشاشة/الخدمة منفردةً بجميع الحالات","راجع تقارير المجالات؛ المرور بفحص البناء لا يساوي تحقق كل إجراء"
"API","/api/public/learning-tracks","app/api/public/learning-tracks/route.ts","حسب حماية الصفحة/الخدمة","GET","لم تُجرّب هذه الشاشة/الخدمة منفردةً بجميع الحالات","راجع تقارير المجالات؛ المرور بفحص البناء لا يساوي تحقق كل إجراء"
"API","/api/public/partners","app/api/public/partners/route.ts","حسب حماية الصفحة/الخدمة","GET","لم تُجرّب هذه الشاشة/الخدمة منفردةً بجميع الحالات","راجع تقارير المجالات؛ المرور بفحص البناء لا يساوي تحقق كل إجراء"
"API","/api/public/partners/[id]/logo","app/api/public/partners/[id]/logo/route.ts","حسب حماية الصفحة/الخدمة","GET","لم تُجرّب هذه الشاشة/الخدمة منفردةً بجميع الحالات","راجع تقارير المجالات؛ المرور بفحص البناء لا يساوي تحقق كل إجراء"
"API","/api/public/settings","app/api/public/settings/route.ts","حسب حماية الصفحة/الخدمة","GET","لم تُجرّب هذه الشاشة/الخدمة منفردةً بجميع الحالات","راجع تقارير المجالات؛ المرور بفحص البناء لا يساوي تحقق كل إجراء"
"API","/api/referrals","app/api/referrals/route.ts","حسب حماية الصفحة/الخدمة","GET,POST","لم تُجرّب هذه الشاشة/الخدمة منفردةً بجميع الحالات","راجع تقارير المجالات؛ المرور بفحص البناء لا يساوي تحقق كل إجراء"
"API","/api/reviews","app/api/reviews/route.ts","حسب حماية الصفحة/الخدمة","GET,POST","لم تُجرّب هذه الشاشة/الخدمة منفردةً بجميع الحالات","راجع تقارير المجالات؛ المرور بفحص البناء لا يساوي تحقق كل إجراء"
"API","/api/supervisor/request-files/[id]","app/api/supervisor/request-files/[id]/route.ts","حسب حماية الصفحة/الخدمة","GET","لم تُجرّب هذه الشاشة/الخدمة منفردةً بجميع الحالات","راجع تقارير المجالات؛ المرور بفحص البناء لا يساوي تحقق كل إجراء"
"API","/api/supervisor/requests","app/api/supervisor/requests/route.ts","حسب حماية الصفحة/الخدمة","GET,PATCH","لم تُجرّب هذه الشاشة/الخدمة منفردةً بجميع الحالات","راجع تقارير المجالات؛ المرور بفحص البناء لا يساوي تحقق كل إجراء"
"API","/api/supervisor/workspace","app/api/supervisor/workspace/route.ts","حسب حماية الصفحة/الخدمة","GET,POST","لم تُجرّب هذه الشاشة/الخدمة منفردةً بجميع الحالات","راجع تقارير المجالات؛ المرور بفحص البناء لا يساوي تحقق كل إجراء"
"API","/api/support/files/[id]","app/api/support/files/[id]/route.ts","حسب حماية الصفحة/الخدمة","GET","اختبارات ملفات حية لعينة من حالات الصلاحيات والفحص","file-services-live.json؛ لا يشمل توليد AI الخارجي"
"API","/api/support","app/api/support/route.ts","حسب حماية الصفحة/الخدمة","POST,GET,DELETE,PATCH","لم تُجرّب هذه الشاشة/الخدمة منفردةً بجميع الحالات","راجع تقارير المجالات؛ المرور بفحص البناء لا يساوي تحقق كل إجراء"
"API","/api/sync","app/api/sync/route.ts","حسب حماية الصفحة/الخدمة","GET","لم تُجرّب هذه الشاشة/الخدمة منفردةً بجميع الحالات","راجع تقارير المجالات؛ المرور بفحص البناء لا يساوي تحقق كل إجراء"
"API","/api/sync/stream","app/api/sync/stream/route.ts","حسب حماية الصفحة/الخدمة","GET","لم تُجرّب هذه الشاشة/الخدمة منفردةً بجميع الحالات","راجع تقارير المجالات؛ المرور بفحص البناء لا يساوي تحقق كل إجراء"
"API","/api/video/session","app/api/video/session/route.ts","حسب حماية الصفحة/الخدمة","POST","لم تُجرّب هذه الشاشة/الخدمة منفردةً بجميع الحالات","راجع تقارير المجالات؛ المرور بفحص البناء لا يساوي تحقق كل إجراء"
"API","/api/video/[lessonId]/hls/[...path]","app/api/video/[lessonId]/hls/[...path]/route.ts","حسب حماية الصفحة/الخدمة","GET,HEAD","لم تُجرّب هذه الشاشة/الخدمة منفردةً بجميع الحالات","راجع تقارير المجالات؛ المرور بفحص البناء لا يساوي تحقق كل إجراء"
"API","/api/video/[lessonId]","app/api/video/[lessonId]/route.ts","حسب حماية الصفحة/الخدمة","GET,HEAD","لم تُجرّب هذه الشاشة/الخدمة منفردةً بجميع الحالات","راجع تقارير المجالات؛ المرور بفحص البناء لا يساوي تحقق كل إجراء"
"API","/api/waitlist","app/api/waitlist/route.ts","حسب حماية الصفحة/الخدمة","GET,POST,DELETE","لم تُجرّب هذه الشاشة/الخدمة منفردةً بجميع الحالات","راجع تقارير المجالات؛ المرور بفحص البناء لا يساوي تحقق كل إجراء"
"API","/api/webhooks/revenuecat","app/api/webhooks/revenuecat/route.ts","حسب حماية الصفحة/الخدمة","POST","اختبارات منطق وPostgreSQL ببيانات مزود اصطناعية؛ شراء المتجر الفعلي معلق","store-integration.json وmobile/tests/store-purchases.test.mjs"
"API","/api/webhooks/tap","app/api/webhooks/tap/route.ts","حسب حماية الصفحة/الخدمة","POST","لم تُجرّب هذه الشاشة/الخدمة منفردةً بجميع الحالات","راجع تقارير المجالات؛ المرور بفحص البناء لا يساوي تحقق كل إجراء"
"ويب","/bundles","app/bundles/page.tsx","زائر؛ البيانات العامة المنشورة فقط","عرض وتنقل","تحقق HTTP فعلي للقالب ببيانات اصطناعية؛ لا يثبت كل تفاعل","seo-http.json وseo-report.md"
"ويب","/bundles/[slug]","app/bundles/[slug]/page.tsx","زائر؛ البيانات العامة المنشورة فقط","عرض وتنقل","تحقق HTTP فعلي للقالب ببيانات اصطناعية؛ لا يثبت كل تفاعل","seo-http.json وseo-report.md"
"ويب","/cart","app/cart/page.tsx","حسب حماية الصفحة/الخدمة","عرض وتنقل","تحقق HTTP لفتح الصفحة بحسب الدور؛ الأزرار والحالات التفصيلية غير مكتملة التغطية","راجع تقارير المجالات؛ المرور بفحص البناء لا يساوي تحقق كل إجراء؛ page-role-smoke.json"
"ويب","/checkout/[slug]","app/checkout/[slug]/page.tsx","حسب حماية الصفحة/الخدمة","عرض وتنقل","لم تُجرّب هذه الشاشة/الخدمة منفردةً بجميع الحالات","راجع تقارير المجالات؛ المرور بفحص البناء لا يساوي تحقق كل إجراء"
"ويب","/complete-profile","app/complete-profile/page.tsx","حسب حماية الصفحة/الخدمة","عرض وتنقل","تحقق HTTP لفتح الصفحة بحسب الدور؛ الأزرار والحالات التفصيلية غير مكتملة التغطية","راجع تقارير المجالات؛ المرور بفحص البناء لا يساوي تحقق كل إجراء؛ page-role-smoke.json"
"ويب","/contact","app/contact/page.tsx","زائر؛ البيانات العامة المنشورة فقط","عرض وتنقل","تحقق HTTP فعلي للقالب ببيانات اصطناعية؛ لا يثبت كل تفاعل","seo-http.json وseo-report.md"
"ويب","/content-policy","app/content-policy/page.tsx","زائر؛ البيانات العامة المنشورة فقط","عرض وتنقل","تحقق HTTP فعلي للقالب ببيانات اصطناعية؛ لا يثبت كل تفاعل","seo-http.json وseo-report.md"
"ويب","/courses","app/courses/page.tsx","زائر؛ البيانات العامة المنشورة فقط","عرض وتنقل","تحقق HTTP فعلي للقالب ببيانات اصطناعية؛ لا يثبت كل تفاعل","seo-http.json وseo-report.md"
"ويب","/courses/[slug]","app/courses/[slug]/page.tsx","زائر؛ البيانات العامة المنشورة فقط","عرض وتنقل","تحقق HTTP فعلي للقالب ببيانات اصطناعية؛ لا يثبت كل تفاعل","seo-http.json وseo-report.md"
"ويب","/dashboard","app/dashboard/page.tsx","حسب حماية الصفحة/الخدمة","عرض وتنقل","تحقق HTTP لفتح الصفحة بحسب الدور؛ الأزرار والحالات التفصيلية غير مكتملة التغطية","راجع تقارير المجالات؛ المرور بفحص البناء لا يساوي تحقق كل إجراء؛ page-role-smoke.json"
"ويب","/faq","app/faq/page.tsx","زائر؛ البيانات العامة المنشورة فقط","عرض وتنقل","تحقق HTTP فعلي للقالب ببيانات اصطناعية؛ لا يثبت كل تفاعل","seo-http.json وseo-report.md"
"ويب","/favorites","app/favorites/page.tsx","حسب حماية الصفحة/الخدمة","عرض وتنقل","تحقق HTTP لفتح الصفحة بحسب الدور؛ الأزرار والحالات التفصيلية غير مكتملة التغطية","راجع تقارير المجالات؛ المرور بفحص البناء لا يساوي تحقق كل إجراء؛ page-role-smoke.json"
"ويب","/forgot-password","app/forgot-password/page.tsx","حسب حماية الصفحة/الخدمة","عرض وتنقل","لم تُجرّب هذه الشاشة/الخدمة منفردةً بجميع الحالات","راجع تقارير المجالات؛ المرور بفحص البناء لا يساوي تحقق كل إجراء"
"ويب","/how-it-works","app/how-it-works/page.tsx","زائر؛ البيانات العامة المنشورة فقط","عرض وتنقل","تحقق HTTP فعلي للقالب ببيانات اصطناعية؛ لا يثبت كل تفاعل","seo-http.json وseo-report.md"
"ويب","/indexnow.txt","app/indexnow.txt/route.ts","حسب حماية الصفحة/الخدمة","عرض وتنقل","لم تُجرّب هذه الشاشة/الخدمة منفردةً بجميع الحالات","راجع تقارير المجالات؛ المرور بفحص البناء لا يساوي تحقق كل إجراء"
"ويب","/invoices/[orderNumber]","app/invoices/[orderNumber]/page.tsx","حسب حماية الصفحة/الخدمة","عرض وتنقل","لم تُجرّب هذه الشاشة/الخدمة منفردةً بجميع الحالات","راجع تقارير المجالات؛ المرور بفحص البناء لا يساوي تحقق كل إجراء"
"ويب","/learn/[slug]","app/learn/[slug]/page.tsx","حسب حماية الصفحة/الخدمة","عرض وتنقل","لم تُجرّب هذه الشاشة/الخدمة منفردةً بجميع الحالات","راجع تقارير المجالات؛ المرور بفحص البناء لا يساوي تحقق كل إجراء"
"ويب","/login","app/login/page.tsx","حسب حماية الصفحة/الخدمة","عرض وتنقل","لم تُجرّب هذه الشاشة/الخدمة منفردةً بجميع الحالات","راجع تقارير المجالات؛ المرور بفحص البناء لا يساوي تحقق كل إجراء"
"ويب","/meras-ai","app/meras-ai/page.tsx","حسب حماية الصفحة/الخدمة","عرض وتنقل","تحقق HTTP لفتح الصفحة بحسب الدور؛ الأزرار والحالات التفصيلية غير مكتملة التغطية","راجع تقارير المجالات؛ المرور بفحص البناء لا يساوي تحقق كل إجراء؛ page-role-smoke.json"
"ويب","/meras-ai/subscribe","app/meras-ai/subscribe/page.tsx","حسب حماية الصفحة/الخدمة","عرض وتنقل","لم تُجرّب هذه الشاشة/الخدمة منفردةً بجميع الحالات","راجع تقارير المجالات؛ المرور بفحص البناء لا يساوي تحقق كل إجراء"
"ويب","/notifications","app/notifications/page.tsx","حسب حماية الصفحة/الخدمة","عرض وتنقل","تحقق HTTP لفتح الصفحة بحسب الدور؛ الأزرار والحالات التفصيلية غير مكتملة التغطية","راجع تقارير المجالات؛ المرور بفحص البناء لا يساوي تحقق كل إجراء؛ page-role-smoke.json"
"ويب","/onboarding","app/onboarding/page.tsx","حسب حماية الصفحة/الخدمة","عرض وتنقل","تحقق HTTP لفتح الصفحة بحسب الدور؛ الأزرار والحالات التفصيلية غير مكتملة التغطية","راجع تقارير المجالات؛ المرور بفحص البناء لا يساوي تحقق كل إجراء؛ page-role-smoke.json"
"ويب","/","app/page.tsx","زائر؛ البيانات العامة المنشورة فقط","عرض وتنقل","تحقق HTTP فعلي للقالب ببيانات اصطناعية؛ لا يثبت كل تفاعل","seo-http.json وseo-report.md"
"ويب","/privacy","app/privacy/page.tsx","زائر؛ البيانات العامة المنشورة فقط","عرض وتنقل","تحقق HTTP فعلي للقالب ببيانات اصطناعية؛ لا يثبت كل تفاعل","seo-http.json وseo-report.md"
"ويب","/r/[code]","app/r/[code]/route.ts","حسب حماية الصفحة/الخدمة","عرض وتنقل","لم تُجرّب هذه الشاشة/الخدمة منفردةً بجميع الحالات","راجع تقارير المجالات؛ المرور بفحص البناء لا يساوي تحقق كل إجراء"
"ويب","/referrals","app/referrals/page.tsx","حسب حماية الصفحة/الخدمة","عرض وتنقل","تحقق HTTP لفتح الصفحة بحسب الدور؛ الأزرار والحالات التفصيلية غير مكتملة التغطية","راجع تقارير المجالات؛ المرور بفحص البناء لا يساوي تحقق كل إجراء؛ page-role-smoke.json"
"ويب","/refund-policy","app/refund-policy/page.tsx","زائر؛ البيانات العامة المنشورة فقط","عرض وتنقل","تحقق HTTP فعلي للقالب ببيانات اصطناعية؛ لا يثبت كل تفاعل","seo-http.json وseo-report.md"
"ويب","/register","app/register/page.tsx","حسب حماية الصفحة/الخدمة","عرض وتنقل","لم تُجرّب هذه الشاشة/الخدمة منفردةً بجميع الحالات","راجع تقارير المجالات؛ المرور بفحص البناء لا يساوي تحقق كل إجراء"
"ويب","/request-course","app/request-course/page.tsx","حسب حماية الصفحة/الخدمة","عرض وتنقل","تحقق HTTP لفتح الصفحة بحسب الدور؛ الأزرار والحالات التفصيلية غير مكتملة التغطية","راجع تقارير المجالات؛ المرور بفحص البناء لا يساوي تحقق كل إجراء؛ page-role-smoke.json"
"ويب","/reset-password","app/reset-password/page.tsx","حسب حماية الصفحة/الخدمة","عرض وتنقل","لم تُجرّب هذه الشاشة/الخدمة منفردةً بجميع الحالات","راجع تقارير المجالات؛ المرور بفحص البناء لا يساوي تحقق كل إجراء"
"ويب","/study-tools","app/study-tools/page.tsx","حسب حماية الصفحة/الخدمة","عرض وتنقل","تحقق HTTP لفتح الصفحة بحسب الدور؛ الأزرار والحالات التفصيلية غير مكتملة التغطية","راجع تقارير المجالات؛ المرور بفحص البناء لا يساوي تحقق كل إجراء؛ page-role-smoke.json"
"ويب","/study-tools/subscribe","app/study-tools/subscribe/page.tsx","حسب حماية الصفحة/الخدمة","عرض وتنقل","لم تُجرّب هذه الشاشة/الخدمة منفردةً بجميع الحالات","راجع تقارير المجالات؛ المرور بفحص البناء لا يساوي تحقق كل إجراء"
"ويب","/supervisor","app/supervisor/page.tsx","حسب حماية الصفحة/الخدمة","عرض وتنقل","تحقق HTTP لفتح الصفحة بحسب الدور؛ الأزرار والحالات التفصيلية غير مكتملة التغطية","راجع تقارير المجالات؛ المرور بفحص البناء لا يساوي تحقق كل إجراء؛ page-role-smoke.json"
"ويب","/support","app/support/page.tsx","حسب حماية الصفحة/الخدمة","عرض وتنقل","تحقق HTTP لفتح الصفحة بحسب الدور؛ الأزرار والحالات التفصيلية غير مكتملة التغطية","راجع تقارير المجالات؛ المرور بفحص البناء لا يساوي تحقق كل إجراء؛ page-role-smoke.json"
"ويب","/terms","app/terms/page.tsx","زائر؛ البيانات العامة المنشورة فقط","عرض وتنقل","تحقق HTTP فعلي للقالب ببيانات اصطناعية؛ لا يثبت كل تفاعل","seo-http.json وseo-report.md"
"ويب","/tools","app/tools/page.tsx","زائر؛ البيانات العامة المنشورة فقط","عرض وتنقل","تحقق HTTP فعلي للقالب ببيانات اصطناعية؛ لا يثبت كل تفاعل","seo-http.json وseo-report.md"
"ويب","/universities","app/universities/page.tsx","زائر؛ البيانات العامة المنشورة فقط","عرض وتنقل","تحقق HTTP فعلي للقالب ببيانات اصطناعية؛ لا يثبت كل تفاعل","seo-http.json وseo-report.md"
"ويب","/universities/[slug]","app/universities/[slug]/page.tsx","زائر؛ البيانات العامة المنشورة فقط","عرض وتنقل","تحقق HTTP فعلي للقالب ببيانات اصطناعية؛ لا يثبت كل تفاعل","seo-http.json وseo-report.md"
"ويب","/universities/[slug]/specialties/[specialtySlug]","app/universities/[slug]/specialties/[specialtySlug]/page.tsx","زائر؛ البيانات العامة المنشورة فقط","عرض وتنقل","تحقق HTTP فعلي للقالب ببيانات اصطناعية؛ لا يثبت كل تفاعل","seo-http.json وseo-report.md"
"ويب","/verify-email","app/verify-email/page.tsx","حسب حماية الصفحة/الخدمة","عرض وتنقل","لم تُجرّب هذه الشاشة/الخدمة منفردةً بجميع الحالات","راجع تقارير المجالات؛ المرور بفحص البناء لا يساوي تحقق كل إجراء"
"تطبيق","/(auth)/login","mobile/app/(auth)/login.tsx","حسب شاشة الحساب","عرض وتنقل","لم تُجرّب هذه الشاشة/الخدمة منفردةً بجميع الحالات","راجع تقارير المجالات؛ المرور بفحص البناء لا يساوي تحقق كل إجراء"
"تطبيق","/(auth)/register","mobile/app/(auth)/register.tsx","حسب شاشة الحساب","عرض وتنقل","لم تُجرّب هذه الشاشة/الخدمة منفردةً بجميع الحالات","راجع تقارير المجالات؛ المرور بفحص البناء لا يساوي تحقق كل إجراء"
"تطبيق","/(auth)/welcome","mobile/app/(auth)/welcome.tsx","حسب شاشة الحساب","عرض وتنقل","لم تُجرّب هذه الشاشة/الخدمة منفردةً بجميع الحالات","راجع تقارير المجالات؛ المرور بفحص البناء لا يساوي تحقق كل إجراء"
"تطبيق","/(auth)/_layout","mobile/app/(auth)/_layout.tsx","حسب شاشة الحساب","عرض وتنقل","لم تُجرّب هذه الشاشة/الخدمة منفردةً بجميع الحالات","راجع تقارير المجالات؛ المرور بفحص البناء لا يساوي تحقق كل إجراء"
"تطبيق","/(tabs)/account","mobile/app/(tabs)/account.tsx","حسب شاشة الحساب","عرض وتنقل","لم تُجرّب هذه الشاشة/الخدمة منفردةً بجميع الحالات","راجع تقارير المجالات؛ المرور بفحص البناء لا يساوي تحقق كل إجراء"
"تطبيق","/(tabs)/ai","mobile/app/(tabs)/ai.tsx","حسب شاشة الحساب","عرض وتنقل","لم تُجرّب هذه الشاشة/الخدمة منفردةً بجميع الحالات","راجع تقارير المجالات؛ المرور بفحص البناء لا يساوي تحقق كل إجراء"
"تطبيق","/(tabs)/courses","mobile/app/(tabs)/courses.tsx","حسب شاشة الحساب","عرض وتنقل","لم تُجرّب هذه الشاشة/الخدمة منفردةً بجميع الحالات","راجع تقارير المجالات؛ المرور بفحص البناء لا يساوي تحقق كل إجراء"
"تطبيق","/(tabs)/index","mobile/app/(tabs)/index.tsx","حسب شاشة الحساب","عرض وتنقل","لم تُجرّب هذه الشاشة/الخدمة منفردةً بجميع الحالات","راجع تقارير المجالات؛ المرور بفحص البناء لا يساوي تحقق كل إجراء"
"تطبيق","/(tabs)/learning","mobile/app/(tabs)/learning.tsx","حسب شاشة الحساب","عرض وتنقل","لم تُجرّب هذه الشاشة/الخدمة منفردةً بجميع الحالات","راجع تقارير المجالات؛ المرور بفحص البناء لا يساوي تحقق كل إجراء"
"تطبيق","/(tabs)/universities","mobile/app/(tabs)/universities.tsx","حسب شاشة الحساب","عرض وتنقل","لم تُجرّب هذه الشاشة/الخدمة منفردةً بجميع الحالات","راجع تقارير المجالات؛ المرور بفحص البناء لا يساوي تحقق كل إجراء"
"تطبيق","/(tabs)/_layout","mobile/app/(tabs)/_layout.tsx","حسب شاشة الحساب","عرض وتنقل","لم تُجرّب هذه الشاشة/الخدمة منفردةً بجميع الحالات","راجع تقارير المجالات؛ المرور بفحص البناء لا يساوي تحقق كل إجراء"
"تطبيق","/admin","mobile/app/admin.tsx","مدير حسب صلاحيات الإجراء","عرض وتنقل","لم تُجرّب هذه الشاشة/الخدمة منفردةً بجميع الحالات","راجع تقارير المجالات؛ المرور بفحص البناء لا يساوي تحقق كل إجراء"
"تطبيق","/ai/conversation/[id]","mobile/app/ai/conversation/[id].tsx","حسب شاشة الحساب","عرض وتنقل","لم تُجرّب هذه الشاشة/الخدمة منفردةً بجميع الحالات","راجع تقارير المجالات؛ المرور بفحص البناء لا يساوي تحقق كل إجراء"
"تطبيق","/ai/quiz/[id]","mobile/app/ai/quiz/[id].tsx","حسب شاشة الحساب","عرض وتنقل","لم تُجرّب هذه الشاشة/الخدمة منفردةً بجميع الحالات","راجع تقارير المجالات؛ المرور بفحص البناء لا يساوي تحقق كل إجراء"
"تطبيق","/assistant","mobile/app/assistant.tsx","حسب شاشة الحساب","عرض وتنقل","لم تُجرّب هذه الشاشة/الخدمة منفردةً بجميع الحالات","راجع تقارير المجالات؛ المرور بفحص البناء لا يساوي تحقق كل إجراء"
"تطبيق","/cart","mobile/app/cart.tsx","حسب شاشة الحساب","عرض وتنقل","لم تُجرّب هذه الشاشة/الخدمة منفردةً بجميع الحالات","راجع تقارير المجالات؛ المرور بفحص البناء لا يساوي تحقق كل إجراء"
"تطبيق","/complete-profile","mobile/app/complete-profile.tsx","حسب شاشة الحساب","عرض وتنقل","لم تُجرّب هذه الشاشة/الخدمة منفردةً بجميع الحالات","راجع تقارير المجالات؛ المرور بفحص البناء لا يساوي تحقق كل إجراء"
"تطبيق","/contact","mobile/app/contact.tsx","حسب شاشة الحساب","عرض وتنقل","لم تُجرّب هذه الشاشة/الخدمة منفردةً بجميع الحالات","راجع تقارير المجالات؛ المرور بفحص البناء لا يساوي تحقق كل إجراء"
"تطبيق","/course/[slug]","mobile/app/course/[slug].tsx","حسب شاشة الحساب","عرض وتنقل","لم تُجرّب هذه الشاشة/الخدمة منفردةً بجميع الحالات","راجع تقارير المجالات؛ المرور بفحص البناء لا يساوي تحقق كل إجراء"
"تطبيق","/favorites","mobile/app/favorites.tsx","حسب شاشة الحساب","عرض وتنقل","لم تُجرّب هذه الشاشة/الخدمة منفردةً بجميع الحالات","راجع تقارير المجالات؛ المرور بفحص البناء لا يساوي تحقق كل إجراء"
"تطبيق","/forgot-password","mobile/app/forgot-password.tsx","حسب شاشة الحساب","عرض وتنقل","لم تُجرّب هذه الشاشة/الخدمة منفردةً بجميع الحالات","راجع تقارير المجالات؛ المرور بفحص البناء لا يساوي تحقق كل إجراء"
"تطبيق","/index","mobile/app/index.tsx","حسب شاشة الحساب","عرض وتنقل","لم تُجرّب هذه الشاشة/الخدمة منفردةً بجميع الحالات","راجع تقارير المجالات؛ المرور بفحص البناء لا يساوي تحقق كل إجراء"
"تطبيق","/learn/[slug]","mobile/app/learn/[slug].tsx","حسب شاشة الحساب","عرض وتنقل","لم تُجرّب هذه الشاشة/الخدمة منفردةً بجميع الحالات","راجع تقارير المجالات؛ المرور بفحص البناء لا يساوي تحقق كل إجراء"
"تطبيق","/lesson/[courseSlug]/[lessonId]","mobile/app/lesson/[courseSlug]/[lessonId].tsx","حسب شاشة الحساب","عرض وتنقل","لم تُجرّب هذه الشاشة/الخدمة منفردةً بجميع الحالات","راجع تقارير المجالات؛ المرور بفحص البناء لا يساوي تحقق كل إجراء"
"تطبيق","/notifications","mobile/app/notifications.tsx","حسب شاشة الحساب","عرض وتنقل","لم تُجرّب هذه الشاشة/الخدمة منفردةً بجميع الحالات","راجع تقارير المجالات؛ المرور بفحص البناء لا يساوي تحقق كل إجراء"
"تطبيق","/oauth/callback","mobile/app/oauth/callback.tsx","حسب شاشة الحساب","عرض وتنقل","لم تُجرّب هذه الشاشة/الخدمة منفردةً بجميع الحالات","راجع تقارير المجالات؛ المرور بفحص البناء لا يساوي تحقق كل إجراء"
"تطبيق","/onboarding","mobile/app/onboarding.tsx","حسب شاشة الحساب","عرض وتنقل","لم تُجرّب هذه الشاشة/الخدمة منفردةً بجميع الحالات","راجع تقارير المجالات؛ المرور بفحص البناء لا يساوي تحقق كل إجراء"
"تطبيق","/orders","mobile/app/orders.tsx","حسب شاشة الحساب","عرض وتنقل","لم تُجرّب هذه الشاشة/الخدمة منفردةً بجميع الحالات","راجع تقارير المجالات؛ المرور بفحص البناء لا يساوي تحقق كل إجراء"
"تطبيق","/profile","mobile/app/profile.tsx","حسب شاشة الحساب","عرض وتنقل","لم تُجرّب هذه الشاشة/الخدمة منفردةً بجميع الحالات","راجع تقارير المجالات؛ المرور بفحص البناء لا يساوي تحقق كل إجراء"
"تطبيق","/r/[code]","mobile/app/r/[code].tsx","حسب شاشة الحساب","عرض وتنقل","لم تُجرّب هذه الشاشة/الخدمة منفردةً بجميع الحالات","راجع تقارير المجالات؛ المرور بفحص البناء لا يساوي تحقق كل إجراء"
"تطبيق","/referrals","mobile/app/referrals.tsx","حسب شاشة الحساب","عرض وتنقل","لم تُجرّب هذه الشاشة/الخدمة منفردةً بجميع الحالات","راجع تقارير المجالات؛ المرور بفحص البناء لا يساوي تحقق كل إجراء"
"تطبيق","/requests","mobile/app/requests.tsx","حسب شاشة الحساب","عرض وتنقل","لم تُجرّب هذه الشاشة/الخدمة منفردةً بجميع الحالات","راجع تقارير المجالات؛ المرور بفحص البناء لا يساوي تحقق كل إجراء"
"تطبيق","/security","mobile/app/security.tsx","حسب شاشة الحساب","عرض وتنقل","لم تُجرّب هذه الشاشة/الخدمة منفردةً بجميع الحالات","راجع تقارير المجالات؛ المرور بفحص البناء لا يساوي تحقق كل إجراء"
"تطبيق","/supervisor","mobile/app/supervisor.tsx","حسب شاشة الحساب","عرض وتنقل","لم تُجرّب هذه الشاشة/الخدمة منفردةً بجميع الحالات","راجع تقارير المجالات؛ المرور بفحص البناء لا يساوي تحقق كل إجراء"
"تطبيق","/support","mobile/app/support.tsx","حسب شاشة الحساب","عرض وتنقل","لم تُجرّب هذه الشاشة/الخدمة منفردةً بجميع الحالات","راجع تقارير المجالات؛ المرور بفحص البناء لا يساوي تحقق كل إجراء"
"تطبيق","/tracks","mobile/app/tracks.tsx","حسب شاشة الحساب","عرض وتنقل","لم تُجرّب هذه الشاشة/الخدمة منفردةً بجميع الحالات","راجع تقارير المجالات؛ المرور بفحص البناء لا يساوي تحقق كل إجراء"
"تطبيق","/university/[slug]","mobile/app/university/[slug].tsx","حسب شاشة الحساب","عرض وتنقل","لم تُجرّب هذه الشاشة/الخدمة منفردةً بجميع الحالات","راجع تقارير المجالات؛ المرور بفحص البناء لا يساوي تحقق كل إجراء"
"تطبيق","/verify-email","mobile/app/verify-email.tsx","حسب شاشة الحساب","عرض وتنقل","لم تُجرّب هذه الشاشة/الخدمة منفردةً بجميع الحالات","راجع تقارير المجالات؛ المرور بفحص البناء لا يساوي تحقق كل إجراء"
"تطبيق","/_layout","mobile/app/_layout.tsx","حسب شاشة الحساب","عرض وتنقل","لم تُجرّب هذه الشاشة/الخدمة منفردةً بجميع الحالات","راجع تقارير المجالات؛ المرور بفحص البناء لا يساوي تحقق كل إجراء"
